"","city","data_date","id","neighbourhood_cleansed","latitude","longitude","property_type","room_type","accommodates","bedrooms","beds","price","minimum_nights","maximum_nights","availability_30","price_30","revenue_30"
"1","euskadi","2020-06-28",132068,"Donostia-San SebastiÃ¡n",43.3252,-1.97209,"Condominium","Entire home/apt",4,2,3,"$79.00",1,63,13,163.823529411765,2785
"2","euskadi","2020-06-28",142760,"Busturia",43.39062,-2.6947,"Apartment","Entire home/apt",2,1,1,"$91.00",5,730,19,91,1001
"3","euskadi","2020-06-28",309802,"Donostia-San SebastiÃ¡n",43.31582,-2.00394,"Apartment","Entire home/apt",6,2,5,"$156.00",3,1125,0,195,5850
"4","euskadi","2020-06-28",309813,"Donostia-San SebastiÃ¡n",43.31478,-1.98734,"Apartment","Entire home/apt",8,3,5,"$180.00",31,124,28,200,400
"5","euskadi","2020-06-28",309828,"Donostia-San SebastiÃ¡n",43.31631,-1.98617,"Apartment","Entire home/apt",8,3,5,"$180.00",31,124,0,209.666666666667,6290
"6","euskadi","2020-06-28",309830,"Donostia-San SebastiÃ¡n",43.31679,-1.98624,"Apartment","Private room",10,4,7,"$250.00",3,124,25,315,1575
"7","euskadi","2020-06-28",329695,"Plentzia",43.40585,-2.94824,"House","Entire home/apt",6,3,6,"$180.00",3,365,27,240,720
"8","euskadi","2020-06-28",341691,"Bilbao",43.26317,-2.94752,"Apartment","Private room",2,1,1,"$60.00",2,90,26,67.5,270
"9","euskadi","2020-06-28",360571,"Donostia-San SebastiÃ¡n",43.30453,-1.97554,"Apartment","Entire home/apt",4,2,2,"$150.00",4,1125,29,150,150
"10","euskadi","2020-06-28",376823,"Oiartzun",43.2971,-1.86289,"Villa","Entire home/apt",12,6,10,"$800.00",4,1125,18,800,9600
"11","euskadi","2020-06-28",386301,"Donostia-San SebastiÃ¡n",43.32412,-1.97071,"Apartment","Entire home/apt",4,2,0,"$100.00",1,1125,26,135,540
"12","euskadi","2020-06-28",386818,"Hondarribia",43.37335,-1.80619,"Guesthouse","Entire home/apt",1,0,1,"$9.00",1,1125,0,9,270
"13","euskadi","2020-06-28",393715,"Mutriku",43.3078,-2.38691,"Loft","Entire home/apt",3,2,2,"$70.00",2,1125,25,86,430
"14","euskadi","2020-06-28",404270,"Donostia-San SebastiÃ¡n",43.32442,-1.98384,"Hostel","Hotel room",1,1,1,"$80.00",7,90,0,80,2400
"15","euskadi","2020-06-28",417854,"Donostia-San SebastiÃ¡n",43.3053,-1.98,"Apartment","Private room",2,1,1,"$80.00",2,1125,29,80,80
"16","euskadi","2020-06-28",424487,"Gorliz",43.41362,-2.93662,"Loft","Entire home/apt",3,1,1,"$90.00",3,90,3,90,2430
