"","city","data_date","id","neighbourhood_cleansed","latitude","longitude","property_type","room_type","accommodates","bedrooms","beds","price","minimum_nights","maximum_nights","availability_30","price_30","revenue_30"
"1","menorca","2020-04-30",44085,"Es Mercadal",40.00946,4.20026,"Villa","Entire home/apt",6,3,5,"$99.00",5,550,30,NA,0
"2","menorca","2020-04-30",102558,"Ciutadella de Menorca",39.94273,3.96278,"Apartment","Entire home/apt",5,2,5,"$50.00",7,30,28,70,140
"3","menorca","2020-04-30",148138,"Ciutadella de Menorca",40.00222,3.79919,"Apartment","Entire home/apt",6,2,3,"$49.00",1,365,30,NA,0
"4","menorca","2020-04-30",245722,"Alaior",39.89677,4.14912,"Villa","Private room",6,3,6,"$200.00",3,365,24,200,1200
"5","menorca","2020-04-30",285865,"Ciutadella de Menorca",40.00088,3.79955,"Apartment","Entire home/apt",4,1,1,"$69.00",4,1125,28,35,70
"6","menorca","2020-04-30",294398,"Alaior",39.89089,4.11607,"House","Entire home/apt",11,6,9,"$450.00",3,365,22,720,5760
"7","menorca","2020-04-30",295705,"Alaior",39.89183,4.11577,"Cottage","Entire home/apt",16,11,0,"$1,250.00",2,360,14,1267,20272
"8","menorca","2020-04-30",325641,"Mahón",39.8363,4.19367,"House","Entire home/apt",6,3,6,"$189.00",3,30,29,180,180
"9","menorca","2020-04-30",334376,"Ciutadella de Menorca",40.00506,3.83711,"House","Entire home/apt",4,3,3,"$70.00",3,1125,0,75.5,2265
"10","menorca","2020-04-30",357026,"Alaior",39.90397,4.07033,"Apartment","Entire home/apt",4,2,4,"$75.00",5,1125,29,75,75
"11","menorca","2020-04-30",358378,"Alaior",39.90178,4.07674,"Apartment","Entire home/apt",5,2,3,"$40.00",5,60,28,51,102
"12","menorca","2020-04-30",366358,"Ciutadella de Menorca",40.03523,3.96514,"House","Entire home/apt",14,7,7,"$495.00",3,1125,18,595,7140
"13","menorca","2020-04-30",366636,"Alaior",39.90258,4.07567,"Apartment","Entire home/apt",4,2,4,"$100.00",5,365,30,NA,0
"14","menorca","2020-04-30",370676,"Ciutadella de Menorca",40.00286,3.8374,"Townhouse","Entire home/apt",8,4,5,"$400.00",2,1125,23,400,2800
"15","menorca","2020-04-30",372756,"Alaior",39.87428,4.13118,"House","Entire home/apt",6,3,4,"$500.00",10,365,30,NA,0
"16","menorca","2020-04-30",382144,"Ciutadella de Menorca",40.02229,3.94258,"Cabin","Entire home/apt",2,1,1,"$60.00",3,1125,30,NA,0
"17","menorca","2020-04-30",386067,"Alaior",39.90435,4.07296,"Condominium","Entire home/apt",5,3,5,"$70.00",7,1125,30,NA,0
"18","menorca","2020-04-30",394135,"Ciutadella de Menorca",40.01474,3.84365,"Cottage","Entire home/apt",4,2,3,"$160.00",7,30,23,220,1540
"19","menorca","2020-04-30",403664,"Ciutadella de Menorca",39.99328,3.8312,"House","Entire home/apt",4,2,2,"$142.00",3,1125,29,142,142
"20","menorca","2020-04-30",421030,"Ciutadella de Menorca",40.00662,3.84296,"Loft","Entire home/apt",2,1,1,"$25.00",3,1125,0,57.6666666666667,1730
"21","menorca","2020-04-30",459265,"Es Mercadal",40.01391,4.19865,"House","Entire home/apt",6,3,5,"$99.00",5,300,10,350,7000
"22","menorca","2020-04-30",476724,"Ciutadella de Menorca",39.9433,3.96275,"Apartment","Entire home/apt",4,2,4,"$45.00",5,180,29,65,65
"23","menorca","2020-04-30",494480,"Ciutadella de Menorca",39.99955,3.79833,"Apartment","Entire home/apt",2,1,1,"$55.00",1,365,30,NA,0
"24","menorca","2020-04-30",516153,"Mahón",39.89091,4.29592,"House","Entire home/apt",6,3,6,"$198.00",15,365,0,198,5940
"25","menorca","2020-04-30",517301,"Mahón",39.93416,4.24318,"Cottage","Entire home/apt",4,2,6,"$160.00",2,60,0,160,4800
"26","menorca","2020-04-30",527985,"Ciutadella de Menorca",39.9689,3.83591,"House","Entire home/apt",8,4,6,"$120.00",5,1125,30,NA,0
"27","menorca","2020-04-30",549304,"Ciutadella de Menorca",40.00272,3.8382,"House","Entire home/apt",8,5,11,"$101.00",5,30,30,NA,0
"28","menorca","2020-04-30",580840,"Ciutadella de Menorca",40.00094,3.83733,"House","Entire home/apt",4,2,3,"$70.00",5,30,27,100,300
"29","menorca","2020-04-30",589898,"Ciutadella de Menorca",39.99182,3.83059,"House","Entire home/apt",12,5,9,"$130.00",7,1125,0,153.333333333333,4600
"30","menorca","2020-04-30",596553,"Es Mercadal",39.97333,4.15161,"House","Entire home/apt",2,1,1,"$120.00",7,90,30,NA,0
"31","menorca","2020-04-30",608987,"Sant Lluís",39.8536,4.25934,"House","Private room",4,2,2,"$30.00",2,60,30,NA,0
"32","menorca","2020-04-30",636272,"Ciutadella de Menorca",39.92839,3.83645,"Apartment","Entire home/apt",6,2,4,"$100.00",3,90,20,100,1000
"33","menorca","2020-04-30",682506,"Ciutadella de Menorca",39.96769,3.83153,"Apartment","Entire home/apt",3,2,3,"$70.00",3,100,30,NA,0
"34","menorca","2020-04-30",725695,"Alaior",39.93534,4.13891,"Cottage","Entire home/apt",13,6,15,"$220.00",2,1125,30,NA,0
"35","menorca","2020-04-30",854050,"Ciutadella de Menorca",40.00309,3.80649,"Chalet","Entire home/apt",10,4,8,"$450.00",7,30,30,NA,0
"36","menorca","2020-04-30",854051,"Ciutadella de Menorca",40.0025,3.80652,"Chalet","Entire home/apt",10,4,8,"$450.00",7,30,30,NA,0
"37","menorca","2020-04-30",864172,"Es Mercadal",40.05232,4.10984,"Apartment","Entire home/apt",4,1,1,"$110.00",15,365,27,110,330
"38","menorca","2020-04-30",877147,"Ciutadella de Menorca",40.00094,3.83381,"Loft","Entire home/apt",4,1,2,"$99.00",5,60,0,99,2970
"39","menorca","2020-04-30",877183,"Ciutadella de Menorca",39.99795,3.84043,"Loft","Entire home/apt",2,0,1,"$66.00",5,1125,30,NA,0
