"","city","data_date","id","neighbourhood_cleansed","latitude","longitude","property_type","room_type","accommodates","bedrooms","beds","price","minimum_nights","maximum_nights","availability_30","price_30","revenue_30"
"1","sevilla","2020-05-30",32347,"San Vicente",37.39468,-6.00183,"Apartment","Entire home/apt",4,2,2,"$99.00",2,120,29,99,99
"2","sevilla","2020-05-30",49287,"Feria",37.39855,-5.99365,"Apartment","Entire home/apt",3,1,1,"$49.00",1,1125,28,55,110
"3","sevilla","2020-05-30",94187,"San Bartolomé",37.39012,-5.98676,"House","Private room",2,1,0,"$55.00",2,365,30,NA,0
"4","sevilla","2020-05-30",108568,"Feria",37.39939,-5.99237,"Apartment","Entire home/apt",6,2,4,"$65.00",3,365,28,110,220
"5","sevilla","2020-05-30",116703,"Arenal",37.3868,-5.99666,"Apartment","Entire home/apt",4,1,2,"$65.00",3,365,27,71.6666666666667,215
"6","sevilla","2020-05-30",117278,"Arenal",37.38595,-5.997,"Apartment","Entire home/apt",4,1,3,"$60.00",3,365,30,NA,0
"7","sevilla","2020-05-30",120619,"Santa Cruz",37.38814,-5.99399,"Apartment","Private room",2,1,2,"$35.00",1,30,30,NA,0
"8","sevilla","2020-05-30",131987,"San Vicente",37.39455,-6.00094,"Apartment","Entire home/apt",4,1,2,"$69.00",4,365,30,NA,0
"9","sevilla","2020-05-30",144918,"Triana Casco Antiguo",37.38222,-5.99989,"Apartment","Entire home/apt",4,1,2,"$46.00",2,90,29,46,46
"10","sevilla","2020-05-30",159596,"Arenal",37.38456,-5.99583,"Apartment","Entire home/apt",4,2,2,"$100.00",64,330,28,110,220
"11","sevilla","2020-05-30",179629,"Alfalfa",37.38948,-5.99238,"Apartment","Entire home/apt",5,3,4,"$115.00",3,365,30,NA,0
"12","sevilla","2020-05-30",185356,"Cruz Roja, Capuchinos",37.4011,-5.98396,"Apartment","Entire home/apt",7,3,7,"$110.00",3,365,5,110,2750
"13","sevilla","2020-05-30",201209,"Las Avenidas",37.41096,-5.98477,"Apartment","Entire home/apt",8,3,5,"$60.00",2,365,0,77.3666666666667,2321
"14","sevilla","2020-05-30",207702,"Museo",37.38945,-5.99889,"Apartment","Entire home/apt",2,1,1,"$77.00",3,30,0,96,2880
"15","sevilla","2020-05-30",217440,"Santa Cruz",37.3885,-5.99344,"Apartment","Private room",2,1,2,"$35.00",1,7,30,NA,0
"16","sevilla","2020-05-30",219958,"Heliópolis",37.35385,-5.98488,"Guest suite","Entire home/apt",9,3,6,"$120.00",2,365,30,NA,0
"17","sevilla","2020-05-30",227905,"San Vicente",37.3948,-6.00121,"Apartment","Private room",1,1,1,"$30.00",1,30,30,NA,0
"18","sevilla","2020-05-30",229403,"Feria",37.39913,-5.99088,"Apartment","Entire home/apt",2,1,1,"$52.00",1,365,30,NA,0
"19","sevilla","2020-05-30",253430,"Alfalfa",37.39002,-5.99061,"Apartment","Entire home/apt",2,1,1,"$50.00",2,365,30,NA,0
"20","sevilla","2020-05-30",266016,"San Bernardo",37.38081,-5.98592,"Loft","Entire home/apt",6,2,4,"$65.00",2,365,29,90,90
"21","sevilla","2020-05-30",272934,"Santa Cruz",37.38874,-5.99297,"Apartment","Entire home/apt",6,2,3,"$115.00",1,1125,25,99.2,496
"22","sevilla","2020-05-30",273981,"Alfalfa",37.39006,-5.99521,"Apartment","Entire home/apt",6,2,3,"$115.00",1,1125,29,201,201
"23","sevilla","2020-05-30",288900,"El Cerro",37.37064,-5.95717,"Apartment","Entire home/apt",2,1,1,"$45.00",2,1125,29,60,60
"24","sevilla","2020-05-30",298673,"Encarnación, Regina",37.39362,-5.99065,"Apartment","Entire home/apt",4,1,2,"$61.00",2,14,29,70,70
"25","sevilla","2020-05-30",315971,"San Vicente",37.39493,-5.99899,"Tiny house","Private room",1,1,1,"$30.00",2,30,16,30,420
"26","sevilla","2020-05-30",321192,"an Roque",37.39236,-5.98361,"Apartment","Entire home/apt",6,2,4,"$75.00",2,365,29,48,48
"27","sevilla","2020-05-30",343997,"Santa Cruz",37.38894,-5.99274,"Apartment","Entire home/apt",3,1,1,"$65.00",3,250,17,71.3076923076923,927
"28","sevilla","2020-05-30",366257,"Triana Casco Antiguo",37.38657,-6.00551,"Loft","Entire home/apt",2,1,1,"$38.00",7,59,28,38,76
"29","sevilla","2020-05-30",369170,"Feria",37.39626,-5.99312,"Apartment","Entire home/apt",4,2,4,"$120.00",2,320,30,NA,0
"30","sevilla","2020-05-30",369324,"Feria",37.39677,-5.9914,"Townhouse","Private room",1,1,1,"$35.00",4,360,0,27.6666666666667,830
"31","sevilla","2020-05-30",384727,"Arenal",37.38498,-5.9944,"Apartment","Private room",2,1,1,"$48.00",3,10,27,48,144
"32","sevilla","2020-05-30",394083,"San Bernardo",37.38197,-5.98289,"Apartment","Entire home/apt",4,1,2,"$60.00",1,1125,29,70,70
"33","sevilla","2020-05-30",394707,"Los Remedios",37.37766,-5.99885,"House","Private room",2,1,1,"$28.00",1,7,0,28,840
"34","sevilla","2020-05-30",398966,"Feria",37.39634,-5.98925,"Apartment","Entire home/apt",4,2,3,"$78.00",3,365,30,NA,0
"35","sevilla","2020-05-30",402692,"Los Remedios",37.37672,-5.99865,"Apartment","Private room",2,1,2,"$38.00",2,1125,30,NA,0
"36","sevilla","2020-05-30",408801,"La Paz, Las Golondrinas",37.41103,-5.98806,"Apartment","Entire home/apt",5,3,4,"$48.00",2,1125,30,NA,0
"37","sevilla","2020-05-30",411569,"Encarnación, Regina",37.39363,-5.99071,"Apartment","Entire home/apt",2,1,2,"$383.00",2,59,30,NA,0
"38","sevilla","2020-05-30",426133,"Triana Casco Antiguo",37.38851,-6.00727,"Apartment","Entire home/apt",3,0,2,"$50.00",3,1125,30,NA,0
"39","sevilla","2020-05-30",426401,"San Vicente",37.39452,-6.00009,"Apartment","Entire home/apt",4,1,4,"$55.00",2,30,29,69,69
"40","sevilla","2020-05-30",427314,"Museo",37.38951,-5.99833,"Apartment","Entire home/apt",10,3,6,"$200.00",2,1125,30,NA,0
"41","sevilla","2020-05-30",435402,"San Vicente",37.39573,-5.9959,"Apartment","Entire home/apt",3,1,1,"$59.00",3,120,23,59,413
"42","sevilla","2020-05-30",443685,"Arenal",37.38863,-5.99921,"Apartment","Entire home/apt",3,1,2,"$90.00",2,365,30,NA,0
"43","sevilla","2020-05-30",455380,"Feria",37.39812,-5.99138,"Apartment","Entire home/apt",6,2,3,"$145.00",1,365,30,NA,0
"44","sevilla","2020-05-30",462899,"Alfalfa",37.3923,-5.99043,"Apartment","Private room",2,1,1,"$299.00",1,1125,0,299,8970
"45","sevilla","2020-05-30",471876,"Museo",37.38916,-6.00043,"Loft","Entire home/apt",4,1,2,"$90.00",2,365,0,69,2070
"46","sevilla","2020-05-30",481991,"Alfalfa",37.39114,-5.99127,"Apartment","Entire home/apt",2,1,1,"$70.00",7,1125,29,75,75
"47","sevilla","2020-05-30",488406,"Santa Cruz",37.38812,-5.99227,"Apartment","Entire home/apt",7,3,7,"$185.00",3,180,30,NA,0
"48","sevilla","2020-05-30",493699,"Museo",37.38966,-6.00178,"Loft","Entire home/apt",4,1,1,"$90.00",2,350,29,77,77
