"","country","region","city","data_date","listings_url","calendar_url"
"1","the-netherlands","north-holland","amsterdam","2020-09-09","http://data.insideairbnb.com/the-netherlands/north-holland/amsterdam/2020-09-09/data/listings.csv.gz","http://data.insideairbnb.com/the-netherlands/north-holland/amsterdam/2020-09-09/data/calendar.csv.gz"
"2","the-netherlands","north-holland","amsterdam","2020-08-18","http://data.insideairbnb.com/the-netherlands/north-holland/amsterdam/2020-08-18/data/listings.csv.gz","http://data.insideairbnb.com/the-netherlands/north-holland/amsterdam/2020-08-18/data/calendar.csv.gz"
"3","the-netherlands","north-holland","amsterdam","2020-07-09","http://data.insideairbnb.com/the-netherlands/north-holland/amsterdam/2020-07-09/data/listings.csv.gz","http://data.insideairbnb.com/the-netherlands/north-holland/amsterdam/2020-07-09/data/calendar.csv.gz"
"4","the-netherlands","north-holland","amsterdam","2020-06-08","http://data.insideairbnb.com/the-netherlands/north-holland/amsterdam/2020-06-08/data/listings.csv.gz","http://data.insideairbnb.com/the-netherlands/north-holland/amsterdam/2020-06-08/data/calendar.csv.gz"
"5","the-netherlands","north-holland","amsterdam","2020-05-08","http://data.insideairbnb.com/the-netherlands/north-holland/amsterdam/2020-05-08/data/listings.csv.gz","http://data.insideairbnb.com/the-netherlands/north-holland/amsterdam/2020-05-08/data/calendar.csv.gz"
"6","the-netherlands","north-holland","amsterdam","2020-04-16","http://data.insideairbnb.com/the-netherlands/north-holland/amsterdam/2020-04-16/data/listings.csv.gz","http://data.insideairbnb.com/the-netherlands/north-holland/amsterdam/2020-04-16/data/calendar.csv.gz"
"7","the-netherlands","north-holland","amsterdam","2020-03-13","http://data.insideairbnb.com/the-netherlands/north-holland/amsterdam/2020-03-13/data/listings.csv.gz","http://data.insideairbnb.com/the-netherlands/north-holland/amsterdam/2020-03-13/data/calendar.csv.gz"
"8","the-netherlands","north-holland","amsterdam","2020-02-14","http://data.insideairbnb.com/the-netherlands/north-holland/amsterdam/2020-02-14/data/listings.csv.gz","http://data.insideairbnb.com/the-netherlands/north-holland/amsterdam/2020-02-14/data/calendar.csv.gz"
"9","the-netherlands","north-holland","amsterdam","2020-01-05","http://data.insideairbnb.com/the-netherlands/north-holland/amsterdam/2020-01-05/data/listings.csv.gz","http://data.insideairbnb.com/the-netherlands/north-holland/amsterdam/2020-01-05/data/calendar.csv.gz"
"10","the-netherlands","north-holland","amsterdam","2019-12-07","http://data.insideairbnb.com/the-netherlands/north-holland/amsterdam/2019-12-07/data/listings.csv.gz","http://data.insideairbnb.com/the-netherlands/north-holland/amsterdam/2019-12-07/data/calendar.csv.gz"
"11","the-netherlands","north-holland","amsterdam","2019-11-03","http://data.insideairbnb.com/the-netherlands/north-holland/amsterdam/2019-11-03/data/listings.csv.gz","http://data.insideairbnb.com/the-netherlands/north-holland/amsterdam/2019-11-03/data/calendar.csv.gz"
"12","the-netherlands","north-holland","amsterdam","2019-10-15","http://data.insideairbnb.com/the-netherlands/north-holland/amsterdam/2019-10-15/data/listings.csv.gz","http://data.insideairbnb.com/the-netherlands/north-holland/amsterdam/2019-10-15/data/calendar.csv.gz"
"13","the-netherlands","north-holland","amsterdam","2019-09-14","http://data.insideairbnb.com/the-netherlands/north-holland/amsterdam/2019-09-14/data/listings.csv.gz","http://data.insideairbnb.com/the-netherlands/north-holland/amsterdam/2019-09-14/data/calendar.csv.gz"
"14","the-netherlands","north-holland","amsterdam","2019-08-08","http://data.insideairbnb.com/the-netherlands/north-holland/amsterdam/2019-08-08/data/listings.csv.gz","http://data.insideairbnb.com/the-netherlands/north-holland/amsterdam/2019-08-08/data/calendar.csv.gz"
"15","the-netherlands","north-holland","amsterdam","2019-07-08","http://data.insideairbnb.com/the-netherlands/north-holland/amsterdam/2019-07-08/data/listings.csv.gz","http://data.insideairbnb.com/the-netherlands/north-holland/amsterdam/2019-07-08/data/calendar.csv.gz"
"16","the-netherlands","north-holland","amsterdam","2019-06-04","http://data.insideairbnb.com/the-netherlands/north-holland/amsterdam/2019-06-04/data/listings.csv.gz","http://data.insideairbnb.com/the-netherlands/north-holland/amsterdam/2019-06-04/data/calendar.csv.gz"
"17","the-netherlands","north-holland","amsterdam","2019-05-06","http://data.insideairbnb.com/the-netherlands/north-holland/amsterdam/2019-05-06/data/listings.csv.gz","http://data.insideairbnb.com/the-netherlands/north-holland/amsterdam/2019-05-06/data/calendar.csv.gz"
"18","the-netherlands","north-holland","amsterdam","2019-04-08","http://data.insideairbnb.com/the-netherlands/north-holland/amsterdam/2019-04-08/data/listings.csv.gz","http://data.insideairbnb.com/the-netherlands/north-holland/amsterdam/2019-04-08/data/calendar.csv.gz"
"19","the-netherlands","north-holland","amsterdam","2019-03-07","http://data.insideairbnb.com/the-netherlands/north-holland/amsterdam/2019-03-07/data/listings.csv.gz","http://data.insideairbnb.com/the-netherlands/north-holland/amsterdam/2019-03-07/data/calendar.csv.gz"
"20","the-netherlands","north-holland","amsterdam","2019-02-04","http://data.insideairbnb.com/the-netherlands/north-holland/amsterdam/2019-02-04/data/listings.csv.gz","http://data.insideairbnb.com/the-netherlands/north-holland/amsterdam/2019-02-04/data/calendar.csv.gz"
"21","the-netherlands","north-holland","amsterdam","2019-01-13","http://data.insideairbnb.com/the-netherlands/north-holland/amsterdam/2019-01-13/data/listings.csv.gz","http://data.insideairbnb.com/the-netherlands/north-holland/amsterdam/2019-01-13/data/calendar.csv.gz"
"22","the-netherlands","north-holland","amsterdam","2018-12-06","http://data.insideairbnb.com/the-netherlands/north-holland/amsterdam/2018-12-06/data/listings.csv.gz","http://data.insideairbnb.com/the-netherlands/north-holland/amsterdam/2018-12-06/data/calendar.csv.gz"
"23","the-netherlands","north-holland","amsterdam","2018-11-04","http://data.insideairbnb.com/the-netherlands/north-holland/amsterdam/2018-11-04/data/listings.csv.gz","http://data.insideairbnb.com/the-netherlands/north-holland/amsterdam/2018-11-04/data/calendar.csv.gz"
"24","the-netherlands","north-holland","amsterdam","2018-10-05","http://data.insideairbnb.com/the-netherlands/north-holland/amsterdam/2018-10-05/data/listings.csv.gz","http://data.insideairbnb.com/the-netherlands/north-holland/amsterdam/2018-10-05/data/calendar.csv.gz"
"25","the-netherlands","north-holland","amsterdam","2018-09-08","http://data.insideairbnb.com/the-netherlands/north-holland/amsterdam/2018-09-08/data/listings.csv.gz","http://data.insideairbnb.com/the-netherlands/north-holland/amsterdam/2018-09-08/data/calendar.csv.gz"
"26","the-netherlands","north-holland","amsterdam","2018-08-07","http://data.insideairbnb.com/the-netherlands/north-holland/amsterdam/2018-08-07/data/listings.csv.gz","http://data.insideairbnb.com/the-netherlands/north-holland/amsterdam/2018-08-07/data/calendar.csv.gz"
"27","the-netherlands","north-holland","amsterdam","2018-07-06","http://data.insideairbnb.com/the-netherlands/north-holland/amsterdam/2018-07-06/data/listings.csv.gz","http://data.insideairbnb.com/the-netherlands/north-holland/amsterdam/2018-07-06/data/calendar.csv.gz"
"28","the-netherlands","north-holland","amsterdam","2018-06-06","http://data.insideairbnb.com/the-netherlands/north-holland/amsterdam/2018-06-06/data/listings.csv.gz","http://data.insideairbnb.com/the-netherlands/north-holland/amsterdam/2018-06-06/data/calendar.csv.gz"
"29","the-netherlands","north-holland","amsterdam","2018-05-10","http://data.insideairbnb.com/the-netherlands/north-holland/amsterdam/2018-05-10/data/listings.csv.gz","http://data.insideairbnb.com/the-netherlands/north-holland/amsterdam/2018-05-10/data/calendar.csv.gz"
"30","the-netherlands","north-holland","amsterdam","2018-04-07","http://data.insideairbnb.com/the-netherlands/north-holland/amsterdam/2018-04-07/data/listings.csv.gz","http://data.insideairbnb.com/the-netherlands/north-holland/amsterdam/2018-04-07/data/calendar.csv.gz"
"31","the-netherlands","north-holland","amsterdam","2017-12-04","http://data.insideairbnb.com/the-netherlands/north-holland/amsterdam/2017-12-04/data/listings.csv.gz","http://data.insideairbnb.com/the-netherlands/north-holland/amsterdam/2017-12-04/data/calendar.csv.gz"
"32","the-netherlands","north-holland","amsterdam","2017-11-03","http://data.insideairbnb.com/the-netherlands/north-holland/amsterdam/2017-11-03/data/listings.csv.gz","http://data.insideairbnb.com/the-netherlands/north-holland/amsterdam/2017-11-03/data/calendar.csv.gz"
"33","the-netherlands","north-holland","amsterdam","2017-10-03","http://data.insideairbnb.com/the-netherlands/north-holland/amsterdam/2017-10-03/data/listings.csv.gz","http://data.insideairbnb.com/the-netherlands/north-holland/amsterdam/2017-10-03/data/calendar.csv.gz"
"34","the-netherlands","north-holland","amsterdam","2017-09-04","http://data.insideairbnb.com/the-netherlands/north-holland/amsterdam/2017-09-04/data/listings.csv.gz","http://data.insideairbnb.com/the-netherlands/north-holland/amsterdam/2017-09-04/data/calendar.csv.gz"
"35","the-netherlands","north-holland","amsterdam","2017-08-03","http://data.insideairbnb.com/the-netherlands/north-holland/amsterdam/2017-08-03/data/listings.csv.gz","http://data.insideairbnb.com/the-netherlands/north-holland/amsterdam/2017-08-03/data/calendar.csv.gz"
"36","the-netherlands","north-holland","amsterdam","2017-07-03","http://data.insideairbnb.com/the-netherlands/north-holland/amsterdam/2017-07-03/data/listings.csv.gz","http://data.insideairbnb.com/the-netherlands/north-holland/amsterdam/2017-07-03/data/calendar.csv.gz"
"37","the-netherlands","north-holland","amsterdam","2017-06-02","http://data.insideairbnb.com/the-netherlands/north-holland/amsterdam/2017-06-02/data/listings.csv.gz","http://data.insideairbnb.com/the-netherlands/north-holland/amsterdam/2017-06-02/data/calendar.csv.gz"
"38","the-netherlands","north-holland","amsterdam","2017-05-03","http://data.insideairbnb.com/the-netherlands/north-holland/amsterdam/2017-05-03/data/listings.csv.gz","http://data.insideairbnb.com/the-netherlands/north-holland/amsterdam/2017-05-03/data/calendar.csv.gz"
"39","the-netherlands","north-holland","amsterdam","2017-04-02","http://data.insideairbnb.com/the-netherlands/north-holland/amsterdam/2017-04-02/data/listings.csv.gz","http://data.insideairbnb.com/the-netherlands/north-holland/amsterdam/2017-04-02/data/calendar.csv.gz"
"40","the-netherlands","north-holland","amsterdam","2017-03-02","http://data.insideairbnb.com/the-netherlands/north-holland/amsterdam/2017-03-02/data/listings.csv.gz","http://data.insideairbnb.com/the-netherlands/north-holland/amsterdam/2017-03-02/data/calendar.csv.gz"
"41","the-netherlands","north-holland","amsterdam","2017-02-03","http://data.insideairbnb.com/the-netherlands/north-holland/amsterdam/2017-02-03/data/listings.csv.gz","http://data.insideairbnb.com/the-netherlands/north-holland/amsterdam/2017-02-03/data/calendar.csv.gz"
"42","the-netherlands","north-holland","amsterdam","2017-01-02","http://data.insideairbnb.com/the-netherlands/north-holland/amsterdam/2017-01-02/data/listings.csv.gz","http://data.insideairbnb.com/the-netherlands/north-holland/amsterdam/2017-01-02/data/calendar.csv.gz"
"43","the-netherlands","north-holland","amsterdam","2016-12-04","http://data.insideairbnb.com/the-netherlands/north-holland/amsterdam/2016-12-04/data/listings.csv.gz","http://data.insideairbnb.com/the-netherlands/north-holland/amsterdam/2016-12-04/data/calendar.csv.gz"
"44","the-netherlands","north-holland","amsterdam","2016-11-03","http://data.insideairbnb.com/the-netherlands/north-holland/amsterdam/2016-11-03/data/listings.csv.gz","http://data.insideairbnb.com/the-netherlands/north-holland/amsterdam/2016-11-03/data/calendar.csv.gz"
"45","the-netherlands","north-holland","amsterdam","2016-09-03","http://data.insideairbnb.com/the-netherlands/north-holland/amsterdam/2016-09-03/data/listings.csv.gz","http://data.insideairbnb.com/the-netherlands/north-holland/amsterdam/2016-09-03/data/calendar.csv.gz"
"46","the-netherlands","north-holland","amsterdam","2016-08-04","http://data.insideairbnb.com/the-netherlands/north-holland/amsterdam/2016-08-04/data/listings.csv.gz","http://data.insideairbnb.com/the-netherlands/north-holland/amsterdam/2016-08-04/data/calendar.csv.gz"
"47","the-netherlands","north-holland","amsterdam","2016-07-04","http://data.insideairbnb.com/the-netherlands/north-holland/amsterdam/2016-07-04/data/listings.csv.gz","http://data.insideairbnb.com/the-netherlands/north-holland/amsterdam/2016-07-04/data/calendar.csv.gz"
"48","the-netherlands","north-holland","amsterdam","2016-06-03","http://data.insideairbnb.com/the-netherlands/north-holland/amsterdam/2016-06-03/data/listings.csv.gz","http://data.insideairbnb.com/the-netherlands/north-holland/amsterdam/2016-06-03/data/calendar.csv.gz"
"49","the-netherlands","north-holland","amsterdam","2016-05-03","http://data.insideairbnb.com/the-netherlands/north-holland/amsterdam/2016-05-03/data/listings.csv.gz","http://data.insideairbnb.com/the-netherlands/north-holland/amsterdam/2016-05-03/data/calendar.csv.gz"
"50","the-netherlands","north-holland","amsterdam","2016-04-04","http://data.insideairbnb.com/the-netherlands/north-holland/amsterdam/2016-04-04/data/listings.csv.gz","http://data.insideairbnb.com/the-netherlands/north-holland/amsterdam/2016-04-04/data/calendar.csv.gz"
"51","the-netherlands","north-holland","amsterdam","2016-02-03","http://data.insideairbnb.com/the-netherlands/north-holland/amsterdam/2016-02-03/data/listings.csv.gz","http://data.insideairbnb.com/the-netherlands/north-holland/amsterdam/2016-02-03/data/calendar.csv.gz"
"52","the-netherlands","north-holland","amsterdam","2016-01-03","http://data.insideairbnb.com/the-netherlands/north-holland/amsterdam/2016-01-03/data/listings.csv.gz","http://data.insideairbnb.com/the-netherlands/north-holland/amsterdam/2016-01-03/data/calendar.csv.gz"
"53","the-netherlands","north-holland","amsterdam","2015-12-03","http://data.insideairbnb.com/the-netherlands/north-holland/amsterdam/2015-12-03/data/listings.csv.gz","http://data.insideairbnb.com/the-netherlands/north-holland/amsterdam/2015-12-03/data/calendar.csv.gz"
"54","the-netherlands","north-holland","amsterdam","2015-11-06","http://data.insideairbnb.com/the-netherlands/north-holland/amsterdam/2015-11-06/data/listings.csv.gz","http://data.insideairbnb.com/the-netherlands/north-holland/amsterdam/2015-11-06/data/calendar.csv.gz"
"55","the-netherlands","north-holland","amsterdam","2015-10-02","http://data.insideairbnb.com/the-netherlands/north-holland/amsterdam/2015-10-02/data/listings.csv.gz","http://data.insideairbnb.com/the-netherlands/north-holland/amsterdam/2015-10-02/data/calendar.csv.gz"
"56","the-netherlands","north-holland","amsterdam","2015-09-03","http://data.insideairbnb.com/the-netherlands/north-holland/amsterdam/2015-09-03/data/listings.csv.gz","http://data.insideairbnb.com/the-netherlands/north-holland/amsterdam/2015-09-03/data/calendar.csv.gz"
"57","the-netherlands","north-holland","amsterdam","2015-08-21","http://data.insideairbnb.com/the-netherlands/north-holland/amsterdam/2015-08-21/data/listings.csv.gz","http://data.insideairbnb.com/the-netherlands/north-holland/amsterdam/2015-08-21/data/calendar.csv.gz"
"58","the-netherlands","north-holland","amsterdam","2015-04-05","http://data.insideairbnb.com/the-netherlands/north-holland/amsterdam/2015-04-05/data/listings.csv.gz","http://data.insideairbnb.com/the-netherlands/north-holland/amsterdam/2015-04-05/data/calendar.csv.gz"
"59","belgium","vlg","antwerp","2020-06-22","http://data.insideairbnb.com/belgium/vlg/antwerp/2020-06-22/data/listings.csv.gz","http://data.insideairbnb.com/belgium/vlg/antwerp/2020-06-22/data/calendar.csv.gz"
"60","belgium","vlg","antwerp","2020-05-27","http://data.insideairbnb.com/belgium/vlg/antwerp/2020-05-27/data/listings.csv.gz","http://data.insideairbnb.com/belgium/vlg/antwerp/2020-05-27/data/calendar.csv.gz"
"61","belgium","vlg","antwerp","2020-04-28","http://data.insideairbnb.com/belgium/vlg/antwerp/2020-04-28/data/listings.csv.gz","http://data.insideairbnb.com/belgium/vlg/antwerp/2020-04-28/data/calendar.csv.gz"
"62","belgium","vlg","antwerp","2020-03-21","http://data.insideairbnb.com/belgium/vlg/antwerp/2020-03-21/data/listings.csv.gz","http://data.insideairbnb.com/belgium/vlg/antwerp/2020-03-21/data/calendar.csv.gz"
"63","belgium","vlg","antwerp","2020-02-27","http://data.insideairbnb.com/belgium/vlg/antwerp/2020-02-27/data/listings.csv.gz","http://data.insideairbnb.com/belgium/vlg/antwerp/2020-02-27/data/calendar.csv.gz"
"64","belgium","vlg","antwerp","2020-01-27","http://data.insideairbnb.com/belgium/vlg/antwerp/2020-01-27/data/listings.csv.gz","http://data.insideairbnb.com/belgium/vlg/antwerp/2020-01-27/data/calendar.csv.gz"
"65","belgium","vlg","antwerp","2019-12-28","http://data.insideairbnb.com/belgium/vlg/antwerp/2019-12-28/data/listings.csv.gz","http://data.insideairbnb.com/belgium/vlg/antwerp/2019-12-28/data/calendar.csv.gz"
"66","belgium","vlg","antwerp","2019-11-26","http://data.insideairbnb.com/belgium/vlg/antwerp/2019-11-26/data/listings.csv.gz","http://data.insideairbnb.com/belgium/vlg/antwerp/2019-11-26/data/calendar.csv.gz"
"67","belgium","vlg","antwerp","2019-10-25","http://data.insideairbnb.com/belgium/vlg/antwerp/2019-10-25/data/listings.csv.gz","http://data.insideairbnb.com/belgium/vlg/antwerp/2019-10-25/data/calendar.csv.gz"
"68","belgium","vlg","antwerp","2019-09-25","http://data.insideairbnb.com/belgium/vlg/antwerp/2019-09-25/data/listings.csv.gz","http://data.insideairbnb.com/belgium/vlg/antwerp/2019-09-25/data/calendar.csv.gz"
"69","belgium","vlg","antwerp","2019-08-29","http://data.insideairbnb.com/belgium/vlg/antwerp/2019-08-29/data/listings.csv.gz","http://data.insideairbnb.com/belgium/vlg/antwerp/2019-08-29/data/calendar.csv.gz"
"70","belgium","vlg","antwerp","2019-07-21","http://data.insideairbnb.com/belgium/vlg/antwerp/2019-07-21/data/listings.csv.gz","http://data.insideairbnb.com/belgium/vlg/antwerp/2019-07-21/data/calendar.csv.gz"
"71","belgium","vlg","antwerp","2019-06-25","http://data.insideairbnb.com/belgium/vlg/antwerp/2019-06-25/data/listings.csv.gz","http://data.insideairbnb.com/belgium/vlg/antwerp/2019-06-25/data/calendar.csv.gz"
"72","belgium","vlg","antwerp","2019-05-23","http://data.insideairbnb.com/belgium/vlg/antwerp/2019-05-23/data/listings.csv.gz","http://data.insideairbnb.com/belgium/vlg/antwerp/2019-05-23/data/calendar.csv.gz"
"73","belgium","vlg","antwerp","2019-04-20","http://data.insideairbnb.com/belgium/vlg/antwerp/2019-04-20/data/listings.csv.gz","http://data.insideairbnb.com/belgium/vlg/antwerp/2019-04-20/data/calendar.csv.gz"
"74","belgium","vlg","antwerp","2019-03-19","http://data.insideairbnb.com/belgium/vlg/antwerp/2019-03-19/data/listings.csv.gz","http://data.insideairbnb.com/belgium/vlg/antwerp/2019-03-19/data/calendar.csv.gz"
"75","belgium","vlg","antwerp","2019-02-13","http://data.insideairbnb.com/belgium/vlg/antwerp/2019-02-13/data/listings.csv.gz","http://data.insideairbnb.com/belgium/vlg/antwerp/2019-02-13/data/calendar.csv.gz"
"76","belgium","vlg","antwerp","2019-01-22","http://data.insideairbnb.com/belgium/vlg/antwerp/2019-01-22/data/listings.csv.gz","http://data.insideairbnb.com/belgium/vlg/antwerp/2019-01-22/data/calendar.csv.gz"
"77","belgium","vlg","antwerp","2018-12-15","http://data.insideairbnb.com/belgium/vlg/antwerp/2018-12-15/data/listings.csv.gz","http://data.insideairbnb.com/belgium/vlg/antwerp/2018-12-15/data/calendar.csv.gz"
"78","belgium","vlg","antwerp","2018-11-18","http://data.insideairbnb.com/belgium/vlg/antwerp/2018-11-18/data/listings.csv.gz","http://data.insideairbnb.com/belgium/vlg/antwerp/2018-11-18/data/calendar.csv.gz"
"79","belgium","vlg","antwerp","2018-10-16","http://data.insideairbnb.com/belgium/vlg/antwerp/2018-10-16/data/listings.csv.gz","http://data.insideairbnb.com/belgium/vlg/antwerp/2018-10-16/data/calendar.csv.gz"
"80","belgium","vlg","antwerp","2018-09-15","http://data.insideairbnb.com/belgium/vlg/antwerp/2018-09-15/data/listings.csv.gz","http://data.insideairbnb.com/belgium/vlg/antwerp/2018-09-15/data/calendar.csv.gz"
"81","belgium","vlg","antwerp","2018-08-19","http://data.insideairbnb.com/belgium/vlg/antwerp/2018-08-19/data/listings.csv.gz","http://data.insideairbnb.com/belgium/vlg/antwerp/2018-08-19/data/calendar.csv.gz"
"82","belgium","vlg","antwerp","2018-07-28","http://data.insideairbnb.com/belgium/vlg/antwerp/2018-07-28/data/listings.csv.gz","http://data.insideairbnb.com/belgium/vlg/antwerp/2018-07-28/data/calendar.csv.gz"
"83","belgium","vlg","antwerp","2018-05-22","http://data.insideairbnb.com/belgium/vlg/antwerp/2018-05-22/data/listings.csv.gz","http://data.insideairbnb.com/belgium/vlg/antwerp/2018-05-22/data/calendar.csv.gz"
"84","belgium","vlg","antwerp","2018-04-17","http://data.insideairbnb.com/belgium/vlg/antwerp/2018-04-17/data/listings.csv.gz","http://data.insideairbnb.com/belgium/vlg/antwerp/2018-04-17/data/calendar.csv.gz"
"85","belgium","vlg","antwerp","2017-05-12","http://data.insideairbnb.com/belgium/vlg/antwerp/2017-05-12/data/listings.csv.gz","http://data.insideairbnb.com/belgium/vlg/antwerp/2017-05-12/data/calendar.csv.gz"
"86","belgium","vlg","antwerp","2015-10-03","http://data.insideairbnb.com/belgium/vlg/antwerp/2015-10-03/data/listings.csv.gz","http://data.insideairbnb.com/belgium/vlg/antwerp/2015-10-03/data/calendar.csv.gz"
"87","united-states","nc","asheville","2020-09-24","http://data.insideairbnb.com/united-states/nc/asheville/2020-09-24/data/listings.csv.gz","http://data.insideairbnb.com/united-states/nc/asheville/2020-09-24/data/calendar.csv.gz"
"88","united-states","nc","asheville","2020-08-31","http://data.insideairbnb.com/united-states/nc/asheville/2020-08-31/data/listings.csv.gz","http://data.insideairbnb.com/united-states/nc/asheville/2020-08-31/data/calendar.csv.gz"
"89","united-states","nc","asheville","2020-06-25","http://data.insideairbnb.com/united-states/nc/asheville/2020-06-25/data/listings.csv.gz","http://data.insideairbnb.com/united-states/nc/asheville/2020-06-25/data/calendar.csv.gz"
"90","united-states","nc","asheville","2020-05-29","http://data.insideairbnb.com/united-states/nc/asheville/2020-05-29/data/listings.csv.gz","http://data.insideairbnb.com/united-states/nc/asheville/2020-05-29/data/calendar.csv.gz"
"91","united-states","nc","asheville","2020-04-30","http://data.insideairbnb.com/united-states/nc/asheville/2020-04-30/data/listings.csv.gz","http://data.insideairbnb.com/united-states/nc/asheville/2020-04-30/data/calendar.csv.gz"
"92","united-states","nc","asheville","2020-03-21","http://data.insideairbnb.com/united-states/nc/asheville/2020-03-21/data/listings.csv.gz","http://data.insideairbnb.com/united-states/nc/asheville/2020-03-21/data/calendar.csv.gz"
"93","united-states","nc","asheville","2020-02-29","http://data.insideairbnb.com/united-states/nc/asheville/2020-02-29/data/listings.csv.gz","http://data.insideairbnb.com/united-states/nc/asheville/2020-02-29/data/calendar.csv.gz"
"94","united-states","nc","asheville","2020-01-28","http://data.insideairbnb.com/united-states/nc/asheville/2020-01-28/data/listings.csv.gz","http://data.insideairbnb.com/united-states/nc/asheville/2020-01-28/data/calendar.csv.gz"
"95","united-states","nc","asheville","2019-12-30","http://data.insideairbnb.com/united-states/nc/asheville/2019-12-30/data/listings.csv.gz","http://data.insideairbnb.com/united-states/nc/asheville/2019-12-30/data/calendar.csv.gz"
"96","united-states","nc","asheville","2019-11-28","http://data.insideairbnb.com/united-states/nc/asheville/2019-11-28/data/listings.csv.gz","http://data.insideairbnb.com/united-states/nc/asheville/2019-11-28/data/calendar.csv.gz"
"97","united-states","nc","asheville","2019-10-27","http://data.insideairbnb.com/united-states/nc/asheville/2019-10-27/data/listings.csv.gz","http://data.insideairbnb.com/united-states/nc/asheville/2019-10-27/data/calendar.csv.gz"
"98","united-states","nc","asheville","2019-09-28","http://data.insideairbnb.com/united-states/nc/asheville/2019-09-28/data/listings.csv.gz","http://data.insideairbnb.com/united-states/nc/asheville/2019-09-28/data/calendar.csv.gz"
"99","united-states","nc","asheville","2019-08-31","http://data.insideairbnb.com/united-states/nc/asheville/2019-08-31/data/listings.csv.gz","http://data.insideairbnb.com/united-states/nc/asheville/2019-08-31/data/calendar.csv.gz"
"100","united-states","nc","asheville","2019-07-25","http://data.insideairbnb.com/united-states/nc/asheville/2019-07-25/data/listings.csv.gz","http://data.insideairbnb.com/united-states/nc/asheville/2019-07-25/data/calendar.csv.gz"
"101","united-states","nc","asheville","2019-06-26","http://data.insideairbnb.com/united-states/nc/asheville/2019-06-26/data/listings.csv.gz","http://data.insideairbnb.com/united-states/nc/asheville/2019-06-26/data/calendar.csv.gz"
"102","united-states","nc","asheville","2019-05-26","http://data.insideairbnb.com/united-states/nc/asheville/2019-05-26/data/listings.csv.gz","http://data.insideairbnb.com/united-states/nc/asheville/2019-05-26/data/calendar.csv.gz"
"103","united-states","nc","asheville","2019-04-23","http://data.insideairbnb.com/united-states/nc/asheville/2019-04-23/data/listings.csv.gz","http://data.insideairbnb.com/united-states/nc/asheville/2019-04-23/data/calendar.csv.gz"
"104","united-states","nc","asheville","2019-03-25","http://data.insideairbnb.com/united-states/nc/asheville/2019-03-25/data/listings.csv.gz","http://data.insideairbnb.com/united-states/nc/asheville/2019-03-25/data/calendar.csv.gz"
"105","united-states","nc","asheville","2019-02-17","http://data.insideairbnb.com/united-states/nc/asheville/2019-02-17/data/listings.csv.gz","http://data.insideairbnb.com/united-states/nc/asheville/2019-02-17/data/calendar.csv.gz"
"106","united-states","nc","asheville","2019-01-27","http://data.insideairbnb.com/united-states/nc/asheville/2019-01-27/data/listings.csv.gz","http://data.insideairbnb.com/united-states/nc/asheville/2019-01-27/data/calendar.csv.gz"
"107","united-states","nc","asheville","2018-12-16","http://data.insideairbnb.com/united-states/nc/asheville/2018-12-16/data/listings.csv.gz","http://data.insideairbnb.com/united-states/nc/asheville/2018-12-16/data/calendar.csv.gz"
"108","united-states","nc","asheville","2018-11-20","http://data.insideairbnb.com/united-states/nc/asheville/2018-11-20/data/listings.csv.gz","http://data.insideairbnb.com/united-states/nc/asheville/2018-11-20/data/calendar.csv.gz"
"109","united-states","nc","asheville","2018-10-17","http://data.insideairbnb.com/united-states/nc/asheville/2018-10-17/data/listings.csv.gz","http://data.insideairbnb.com/united-states/nc/asheville/2018-10-17/data/calendar.csv.gz"
"110","united-states","nc","asheville","2018-09-16","http://data.insideairbnb.com/united-states/nc/asheville/2018-09-16/data/listings.csv.gz","http://data.insideairbnb.com/united-states/nc/asheville/2018-09-16/data/calendar.csv.gz"
"111","united-states","nc","asheville","2018-08-21","http://data.insideairbnb.com/united-states/nc/asheville/2018-08-21/data/listings.csv.gz","http://data.insideairbnb.com/united-states/nc/asheville/2018-08-21/data/calendar.csv.gz"
"112","united-states","nc","asheville","2018-07-29","http://data.insideairbnb.com/united-states/nc/asheville/2018-07-29/data/listings.csv.gz","http://data.insideairbnb.com/united-states/nc/asheville/2018-07-29/data/calendar.csv.gz"
"113","united-states","nc","asheville","2018-04-18","http://data.insideairbnb.com/united-states/nc/asheville/2018-04-18/data/listings.csv.gz","http://data.insideairbnb.com/united-states/nc/asheville/2018-04-18/data/calendar.csv.gz"
"114","united-states","nc","asheville","2016-04-18","http://data.insideairbnb.com/united-states/nc/asheville/2016-04-18/data/listings.csv.gz","http://data.insideairbnb.com/united-states/nc/asheville/2016-04-18/data/calendar.csv.gz"
"115","greece","attica","athens","2020-07-21","http://data.insideairbnb.com/greece/attica/athens/2020-07-21/data/listings.csv.gz","http://data.insideairbnb.com/greece/attica/athens/2020-07-21/data/calendar.csv.gz"
"116","greece","attica","athens","2020-06-16","http://data.insideairbnb.com/greece/attica/athens/2020-06-16/data/listings.csv.gz","http://data.insideairbnb.com/greece/attica/athens/2020-06-16/data/calendar.csv.gz"
"117","greece","attica","athens","2020-05-17","http://data.insideairbnb.com/greece/attica/athens/2020-05-17/data/listings.csv.gz","http://data.insideairbnb.com/greece/attica/athens/2020-05-17/data/calendar.csv.gz"
